"oid","aid","head","cont"
"311","0001128484","'김성욱 홈런' NC N팀, C팀 4-0 격파","   [엑스포츠뉴스 김현세 기자] NC 다이노스가 자체 연습경기로 전력을 재차 확인했다.NC는 28일 창원NC파크에서 N, C팀으로 나눠 경기를 치렀다. 애초 점수 상황과 상관없이 9회 말까지 진행하기로 하고, 투수는 사전 합의돼 있는 투구 수까지 던질 시 이닝 종료하는 방침이다.경기는 7회 말 김성욱이 1점 홈런을 치면서 득점 활로가 트였다. 경기 후반 N팀의 뒷심으로 4-0 승리였다. 나성범은 N팀 지명타자로 주루 없이 타석만 들어섰다. 출루 시 대주자로 교체되고, 다시 타격 기회를 갖는 식이다.N팀 선발 투수 이재학은 3이닝 2피안타 4탈삼진 무실점을 기록했고, 그 뒤 구창모가 3이닝 2탈삼진 퍼펙트로 호조를 이었다. 타선에서 3타수 1안타(1홈런) 1타점 1득점 김성욱과 1타수 1안타 2타점 강진성이 빛났다.경기가 끝나고 이동욱 감독은 &quot;오늘 날씨가 조금 추워서 타자들이 타이밍 맞추는데 어려움이 있었던 것 같다. 아무래도 자체 청백전만 하다 보니 감을 찾는데 조금 어려움이 있다&quot;고 짚었다.&nbsp;그러면서 &quot;반면에 투수들은 구위, 제구 등 좋은 투구내용을 보여줬다. 구창모 선수는 지난 청백전보다 더 좋은 모습을 보여줬다. 부상 이후 기록이나 스피드 등 좋았던 때로 잘 찾아가고 있는 모습&quot;이라고 봤다.이 감독은 또 &quot;김성욱은 지난 시즌 중반 타격코치와 선수가 방향성에 대해 이야기를 했었다. 타격폼은 CAMP 1에서부터 본인의 것을 적립하고 타석에서 활용하다 보니 좋은 결과가 나오는 것 같다&quot;고 말했다.N팀 평가만 아니라 C팀(2군) 평가도 내 놨다. 이 감독은 &quot;이번 청백전 경기를 통해서 C팀 선수들의 좋아진 모습을 봤다. C팀 선수들이 보여주고자 하는 동기부여가 되어 있다고 생각한다&quot;고 말했다.kkachi@xportsnews.com / 사진=NC 다이노스▶ 요즘 핫한 아이돌 공항 직캠 보러가기 ▶ 고화질 영상으로 만나는 나의 스타 - ⓒ엑스포츠뉴스, 무단 전재 및 재배포 금지     기사제공 엑스포츠뉴스       "
"052","0001420984","""오늘이 개막이었는데..."" 청백전 온라인 중계에 쏠린 '눈'","        if (deployPhase === ""local"" || deployPhase === ""dev"") { nhn.rmcnmv.BUILD_PHASE = 'dev'; } var videoId = 'BC3C6F24763414F16EC46AC265F0176E6ECC'; var rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC = new nhn.rmcnmv.RMCVideoPlayer('BC3C6F24763414F16EC46AC265F0176E6ECC','V1260f0ba92ea4165b6b7cffbe222b8c5ae328a2776df82d6988c07dd86aa19397123cffbe222b8c5ae32','0', '0', '2006', nhn.rmcnmv.RMCVideoPlayer.type.AUTO); rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.autoPlay=""true""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.coverImageURL=""http://imgnews.naver.net/image/052/2020/03/28/cover_cover_202003281901293321_t_20200328190718461.jpg""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.skinName=""tvcast_white""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.hasRelativeMovie=""true""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.controlBarMovable = ""true""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.properties.wmode = ""transparent""; rmcPlayer_BC3C6F24763414F16EC46AC265F0176E6ECC.displayRMCPlayer();        [앵커]코로나 19 확산으로 개막이 무기한 연기되면서 프로야구 각 구단은 관중 없이 자체 청백전을 진행하고 있는데요.애초 프로야구 개막일이었던 오늘(28일)은 롯데와 NC가 자체 청백전을 인터넷으로 생중계해 팬들의 아쉬움을 달랬습니다.양시창 기자의 보도입니다.[기자]텅 빈 관중석에 선수들은 마스크를 쓰고 타석에 들어섭니다.애초 프로야구 개막일이었지만, 코로나 19 확산으로 개막전이 무기한 연기된 상황.롯데 구단은 자체 청백전을 온라인에 생중계하며 야구를 기다리는 팬들을 찾았습니다.경기에서 토종 에이스 박세웅은 선발로 나와 잇달아 삼진을 잡아내며 4이닝 1안타 무실점으로 호투했고,[현지 중계진 : 3구도 들어왔습니다. 3구 삼진! 오늘 삼진을 2개째 솎아내고 있는 박세웅 선발 투수입니다!]새 외국인 선수 마차도는 빠른 발과 정교한 타격은 물론 완벽한 수비까지 선보이며 정규시즌에 대한 기대감을 키웠습니다.롯데 성민규 단장은 자체 청백전 3경기째 해설자로 등장해 애정이 섞인 분석으로 팬들의 주목을 받았습니다.[성민규 / 롯데 자이언츠 단장 : 김유영 선수가 높은 공을 못 던졌다기보다는 손아섭 선수가 치기 어려운 공을 잘 쳐줬다고 저는 보고 싶은데요.]롯데뿐만이 아닙니다.NC도 청백전을 생중계하며 팬들과 소통했습니다.NC 팬들은 7회 김성욱의 선제 홈런이 터지자, 경기장의 함성 대신 댓글로 환호했습니다.또 청백전 관람 인증사진을 구단 SNS에 올리는 이벤트에 참여하며 호응했습니다.프로축구도 수원이 자체 청백전을 인터넷으로 생중계하는 등 사회적 거리 두기에 동참하는 팬들을 위한 프로 구단들의 온라인 활동이 경기장을 찾지 못하는 팬들의 허전함을 대신 채우고 있습니다.YTN 양시창[ysc08@ytn.co.kr]입니다. ▶ 이 시각 코로나19 확진자 현황을 YTN에서 확인하세요.  ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기 [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]     기사제공 YTN       "
"117","0003347198","NC 이동욱 감독, ""투수진, 좋은 투구내용 보여줬다""","   [마이데일리 = 고동현 기자] 이동욱 감독이 투수들의 투구에 만족감을 나타냈다.이동욱 감독이 이끄는 NC 다이노스는 28일 창원NC파크에서 청백전을 치렀다. 이날 경기에서는 1군 선수들로 구성된 N팀이 퓨처스팀인 C팀을 4-0으로 제압했다.정식 경기가 아닌만큼 몇 가지 변화가 있었다. 점수에 상관 없이 9회말까지 진행됐으며 투수가 사전에 정한 투구수를 던질 경우 이닝을 종료하는 룰을 적용했다. 실제로 8회말 C팀 임형원이 공 19개를 던지자 2아웃 상황에서 이닝이 종료됐다.또한 몸 상태가 완벽하지 않은 나성범의 경우 주루 플레이는 하지 않고 타석에만 들어섰다.이날 경기에서는 투수들의 활약이 빛났다. N팀 선발 이재학은 3이닝 2피안타 4탈삼진 1볼넷 무실점, 두 번째 투수 구창모는 3이닝 무안타 2탈삼진 무사사구 무실점을 기록했다.타석에서는 N팀 6번 타자 중견수로 나선 김성욱이 홈런포를 가동하며 최근 좋은 흐름을 이어갔다. 김성욱 자리를 이어 받은 강진성도 9회 2타점 적시타를 때렸다.경기 후 이동욱 감독은 ""오늘 날씨가 조금 추워서 타자들이 타이밍 맞추는데 어려움이 있었던 것 같다""라며 ""아무래도 자체 청백전만 하다 보니 감을 찾는데 조금 어려움이 있다""라고 타자들에 대해 돌아봤다.이어 ""반면에 투수들은 구위, 제구 등 좋은 투구내용을 보여줬다""라며 ""구창모는 지난 청백전보다 더 좋은 모습을 보여줬다. 부상 이후 기록이나 스피드 등 좋았던 때로 잘 찾아가고 있는 모습이다""라고 만족감을 나타냈다.김성욱에 대해서도 언급했다. 이 감독은 ""지난 시즌 중반부터 타격코치와 선수가 방향성에 대해 이야기를 했었다""라며 ""타격폼은 CAMP 1(마무리 캠프)에서부터 본인의 것을 정립하고 타석에서 활용하다 보니 좋은 결과가 나오는 것 같다""라고 분석했다.마지막으로 그는 ""이번 청백전 경기를 통해서 C팀(퓨처스팀) 선수들의 좋아진 모습을 봤다. C팀 선수들이 보여주고자 하는 동기부여가 돼 있다고 생각한다""라고 칭찬했다.NC의 다음 청백전은 30일 오후 1시에 예정돼 있다. 이날 경기는 NC 다이노스 구단 유튜브 채널과 네이버, 카카오, LG U+, kt Seezn에서 볼 수 있다.[NC 이동욱 감독(첫 번째 사진), 구창모(두 번째 사진). 사진=마이데일리DB, NC 다이노스 제공](고동현 기자 kodori@mydaily.co.kr)- ⓒ마이데일리(www.mydaily.co.kr). 무단전재&재배포 금지 -     기사제공 마이데일리       "
"109","0004185465","‘원래는 개막인데…’ 쓸쓸했던 잠실의 타격 소리 (동영상) [오!쎈 잠실]","     [OSEN=잠실, 민경훈 기자][OSEN=잠실, 이종서 기자] &quot;지금쯤이면 3회를 하고 있을려나&hellip;&quot;한국야구위원회(KBO)는 지난해 12월 2020년 시즌 일정을 발표하며 개막일을 3월 28일로 잡았다. 잠실구장에서는 두산 베어스와 롯데 자이언츠가 개막전을 치를 예정이었지만, 이날 잠실구장의&nbsp;좌석은 텅 비었다.신종 코로나바이러스 감염증(코로나19)으로 인해&nbsp;개막이 미뤄졌고, 구단들은 외부인의 출입을 통제하며 자체 훈련 및 청백전을 진행했다.개막의 열기가 가득해야 할 28일&nbsp;잠실구장에는 오전에는 두산이, 오후에는 LG가 나눠서 훈련을 진행했다.&lsquo;딱&rsquo; 소리와 함께 함성이 울려야할 시간이었지만, 잠실구장에는 적막만 가득했다. '사회적 거리두기' 캠페인으로 '팬서비스'가 제한돼 야구장 주변에도 사인을 받거나 사진을 찍으러 온 팬들도 없었다. 또한 야구장 외부에 있는 식당은&nbsp;공사를 진행하며 다가올 개막의 날을 기다리기도 했다.오후 3시가 지났을 무렵. LG 류중일 감독은 &ldquo;지금 쯤이면 3회를 하고 있겠네&rdquo;라며 아쉬움 섞인 이야기를 하기도 했다.한편 KBO는 개막전을 4월 20일 이후로 미룬 가운데 7일부터 구단 간 연습경기를 준비하기로 결정했다./ bellstop@osen.co.kr     기사제공 OSEN      현장에서 작성된 기사입니다.   "
"117","0003347197","'3이닝 완벽투' NC 구창모, ""선발 경쟁자들 호투, 동기부여 된다""","   [마이데일리 = 고동현 기자] 구창모가 3이닝을 완벽히 막았다.구창모(NC 다이노스)는 28일 창원NC파크에서 열린 팀 자체 청백전에 N팀 두 번째 투수로 등판, 3이닝 무안타 2탈삼진 무사사구 무실점을 기록했다.구창모는 지난 시즌 데뷔 이후 최고의 한 해를 보냈다. 부상으로 인해 시즌 출발이 늦었음에도 연일 호투하며 데뷔 첫 10승 고지를 밟았다. 10승 7패 1홀드 평균자책점 3.20.이날도 코칭스태프 기대에 부응했다. 선발 이재학에 이어 4회부터 마운드에 오른 구창모는 첫 이닝을 세 타자로 끝냈다. 이어 두 번째 이닝 역시 삼진 1개를 곁들이며 삼자범퇴.6회 역시 첫 두 타자를 가볍게 범타로 막았지만 야수 실책이 나오며 처음으로 주자를 내보냈다. 흔들림은 없었다. 후속타자를 우익수 뜬공으로 처리, 위기 없이 6회를 마무리했다.투구수는 35개였으며 최고구속은 145km까지 찍었다. 패스트볼을 비롯해 커브, 슬라이더, 포크볼을 섞었다.경기 후 구창모는 ""청백전 경기를 통해 감각이 조금 더 올라오는 것 같다""라며 ""첫 이닝에 투구수가 조금 많았지만 나름 만족스러운 경기를 했다""라고 자평했다.이어 그는 ""오늘 경기에서는 특히 직구가 지난 경기에서보다 더 힘이 있게 느껴졌다""라며 ""포수도 직구 사인을 더 냈던 것 같다""라고 덧붙였다.또 구창모는 ""팀에서 선발 경쟁을 하고있는 선수들 모두가 잘 던지고 있어서 동기부여가 되는 것 같고, 다 같이 실력이 늘고 있는 것 같다""라며 ""그 중 (최)성영이는 공이 좋아졌고 신민혁은 처음 봤는데 경기를 이끌어가는 여유를 가지고 있는 것 같다. 이러한 장점들을 오히려 내가 더 배워야 한다고 생각한다""라고 말했다. 마지막으로 그는 ""부상에 대한 부분에서도 부담은 없지만 재발하지 않도록 코어운동을 열심히 하고 있다""라고 덧붙였다.소속팀 이동욱 감독 역시 ""구창모는 지난 청백전보다 더 좋은 모습을 보여줬다""라며 ""부상 이후 기록이나 스피드 등 좋았던 때로 잘 찾아가고 있는 모습이다""라고 만족감을 나타냈다.[NC 구창모. 사진=NC 다이노스 제공](고동현 기자 kodori@mydaily.co.kr)- ⓒ마이데일리(www.mydaily.co.kr). 무단전재&재배포 금지 -     기사제공 마이데일리       "
"076","0003547768","'장타 포텐 가지고 있는 타자' 롯데 마차도 향한 기대치","   자신의 이름을 한굴로 새긴 보호대를 찬 딕슨 마차도. 사진제공=롯데 자이언츠[스포츠조선 나유리 기자]출발이 좋다. 롯데 자이언츠가 올해는 외국인 타자의 활약으로 쏠쏠한 재미를 볼 수 있을까.지난해 롯데가 영입한 카를로스 아수아헤는 기대 이상의 활약을 보여주고 시즌 도중 퇴출됐다. 아수아헤는 49경기를 뛰면서 타율 2할5푼2리(163타수 41안타) 2홈런 21타점 4도루의 성적을 남기고 6월초 방출됐다. 뒤이어 영입한 제이콥 윌슨도 더 나은 활약을 하지는 못했다. 윌슨은 시즌 끝까지 뛰면서 68경기를 소화했지만 타율 2할5푼1리(231타수 58안타) 9홈런 37타점 1도루로 크게 다르지 않았다. 최근 롯데의 팀 성적이 좋지 않았던 원인 중 하나가 외국인 선수들의 부진이었다. 작년 꼴찌 책임이 모두 외국인 타자들에게 있었다고 하기는 어려워도, 이들이 더 좋은 성적을 기록했다면 다른 반전을 노려볼 수 있었을 것이란 예측은 할 수 있다.그래서 딕슨 마차도의 활약이 중요하다. 내야수인 마차도는 2루수 안치홍과 함께 유격수로 키스톤 콤비를 이룰 것으로 보인다. 내야 수비에 대한 고민이 있던 롯데인만큼 안치홍과 수비 중심을 잡아줘야 한다. 영입 당시에도 마차도는 수비적인 능력을 더 크게 주목 받았다. 어깨도 좋고 수비 센스가 좋다는 평가를 받았다.하지만 지금까지는 타격에서도 좋은 활약을 보여주고 있다. 28일 사직구장에서 진행된 팀 청백전에서 첫번째 타석과 두번째 타석에서 좌익수 방면 안타 2개를 기록하며 '멀티 히트'를 챙겼다. 지난 청백전에서도 안타와 볼넷 출루 등 페이스가 좋은 마차도다. 라이언 롱 타격코치는 마차도에 대해 ""미국에서 필드 전체를 잘 활용하는, 라인드라이브성 타구를 많이 만드는 타자였다. 작년에는 트리플A에서 홈런을 17개나 쳤고 힘도 좋은 편이다. 모험을 하더라도 마차도에게 강한 스윙과 공격적인 타격을 키우게끔 할 생각""이라고 했다. 수비도 당연히 중요하지만 외국인 타자에 대한 평가 잣대는 결국 타격 성적이 될 수밖에 없다. 타격에서 장점을 뚜렷하게 보여줘야 하는 입장이다. 부산에서 팀 동료들과 첫 시즌을 준비 중인 마차도는 ""힘을 빼고 들어오는 공을 그대로 내보낸다는 생각으로 타격하고 있다. 많은 생각을 하지 않고 '공 보고 공을 친다'는 느낌으로 한다""며 각오를 다졌다.나유리 기자 youll@sportschosun.com▶무료로 알아보는 나의 운명의 상대▶눈으로 보는 동영상 뉴스 핫템- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지     기사제공 스포츠조선       "
"076","0003547767","'1·2군 합동 청백전' 이동욱 감독 ""선수들 동기부여 될듯""","   홈런을 치는 김성욱. 사진제공=NC 다이노스[스포츠조선 나유리 기자]NC 다이노스가 1,2군 합동 청백전을 펼쳤다.NC는 28일 창원 NC파크에서 1군 선수들이 주를 이룬 N팀, 2군 선수들이 주를 이룬 C팀으로 나누어 자체 청백전을 가졌다. 팽팽한 투수전으로 진행된 이날 경기는 김성욱의 솔로 홈런을 앞세운 N팀이 4대0으로 승리했다. 경기는 점수와 상관 없이 9회말까지 진행했고, 투구들은 투구수를 정해놓고, 숫자에 도달할 경우 이닝을 종료시키는 룰을 적용했다. 또 N팀 지명타자로 나선 나성범은 주루 플레이는 하지 않고 타석만 소화했다. NC팀 선발로 나선 이재학은 3이닝동안 48구를 던지며 3이닝 2안타 4탈삼진 무실점을 기록했고, 직구 최고 구속은 138km을 마크했다. 구창모도 뒤이어 등판해 3이닝을 무안타 2탈삼진 무실점으로 막아냈다. 경기 후 NC 이동욱 감독은 ""오늘 날씨가 조금 추워서 타자들이 타이밍 맞추는데 어려움이 있었던 것 같다. 아무래도 자체 청백전만 하다 보니 감을 찾는데 조금 어려움이 있다. 반면에 투수들은 구위, 제구 등 좋은 투구 내용을 보여줬다""고 평가했다. 이어 ""구창모는 지난 청백전보다 더 좋은 모습을 보여줬다. 부상 이후 기록이나 스피드 등 좋았던 때로 잘 찾아가고 있는 모습이다. 김성욱은 지난 시즌 중반 와는 타격코치와 선수가 방향성에 대해 이야기를 했었다. 타격폼은 캠프에서부터 본인의 것을 적립하고 타석에서 활용하다 보니 좋은 결과가 나오는 것 같다. 이번 청백전 경기를 통해서 C팀 선수들의 좋아진 모습을 봤다. C팀 선수들이 보여주고자 하는 동기부여가 되어 있다고 생각한다""고 긍정적으로 전망했다.나유리 기자 youll@sportschosun.com▶무료로 알아보는 나의 운명의 상대▶눈으로 보는 동영상 뉴스 핫템- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지     기사제공 스포츠조선       "
"450","0000061788","NC 청백전서 '솔로포' 김성욱 ""개막까지 이 감을 이어가고 싶다""","   NC 김성욱[STN스포츠=이보미 기자]""개막까지 이 감을 이어가고 싶다.""NC 다이노스 김성욱의 말이다. 김성욱은 28일 오후 1시 창원NC파크에서 열린 청백전에서 N팀(NC 1군)으로 출전해 7회 솔로포를 가동했다. N팀은 C팀(NC 퓨처스팀)을 4-0으로 제압했다.;이재학은 3이닝 2피안타 4탈삼진 무실점을 기록했고, 구창모도 3이닝 무피안타 2탈삼진 무실점이었다. 김성욱은 3타수 1안타 1홈런 1타점 1득점을, 강진성은 1타수 1안타 2타점을 선보였다.경기 후 이동욱 감독은 ""오늘 날씨가 조금 추워서 타자들이 타이밍 맞추는데 어려움이 있었던 것 같다. 아무래도 자체 청백전만 하다 보니 감을 찾는데 조금 어려움이 있다. 반면에 투수들은 구위, 제구 등 좋은 투구내용을 보여줬다. 구창모 선수는 지난 청백전보다 더 좋은 모습을 보여줬다. 부상 이후 기록이나 스피드 등 좋았던 때로 잘 찾아가고 있는 모습이다. 김성욱 선수는 지난 시즌 중반 와는 타격코치와 선수가 방향성에 대해 이야기를 했었다. 타격폼은 CAMP 1에서부터 본인의 것을 적립하고 타석에서 활용하다 보니 좋은 결과가 나오는 것 같다. 이번 청백전 경기를 통해서 C팀 선수들의 좋아진 모습을 봤다. C팀 선수들이 보여주고자 하는 동기부여가 되어 있다고 생각한다""고 소감을 전했다.;이재학은 ""지난 경기 부진했다고 생각해서 오늘 경기는 더 집중해서 준비했는데 생각했던 것보다 스트라이크 존에 공이 잘 들어갔다. 3회에는 감독님과 슬라이더와 직구를 중점적으로 던져보자고 이야기를 했는데, 스크라이크 존으로 잘 들어가서 다행이었다. 개막 일정이 정해지지 않았지만, 지난 경기 2이닝, 오늘 경기 3이닝처럼 이닝수를 조금씩 늘리면서 준비하겠다""며 각오를 밝혔다.구창모는 ""청백전 경기를 통해 감각이 조금 더 올라오는 것 같다. 1회에 투구수가 조금 많았지만 나름 만족스러운 경기를 했다. 오늘 경기에서는 특히 직구가 지난 경기에서보다 더 힘이 있게 느껴졌다. 포수도 직구 사인을 더 냈던 것 같다. 팀에서 선발 경쟁을 하고있는 선수들 모두가 잘 던지고 있어서 동기부여가 되는 것 같고, 다 같이 실력이 늘고 있는 것 같다. 그중 최성영 선수는 공이 좋아졌고, 신민혁 선수는 처음 봤는데 경기를 이끌어가는 여유를 가지고 있는 것 같다. 이러한 장점들을 오히려 내가 더 배워야 한다고 생각한다. 부상에 대한 부분에서도 부담은 없지만, 재발하지 않도록 코어운동을 열심히 하고 있다""고 했다.;김성욱은 ""CAMP 2 때부터 좋은 감을 일정하게 가지고 가고 있어서 지금까지는 만족스럽다. 시즌이 언제 시작할 지 모르지만, 개막까지 이 감을 이어가고 싶다. 타격폼을 수정하기 전에는 폼에 대한 생각이 많았는데, 이제는 적립된 폼을 유지하고 타이밍만 생각하다보니 좋은 결과가 따라오는 것 같다. 외야 경쟁이 치열하지만 경쟁이라고 생각하지 않고 항상 후회없이 하려 한다""고 말했다.;한편 NC는 오는 30일과 4월 3일 오후 1시 각각 창원NC파크와 마산야구장에서 청백전을 펼칠 예정이다.;;사진=NC 다이노스bomi8335@stnsports.co.kr▶[공식 인스타그램];[공식 페이스북]▶[K팝 아이돌 연예 뉴스 보기]▶[유럽 축구 4대 리그 뉴스 보기]Copyright ⓒ STN SPORTS. 무단전재 및 재배포 금지     기사제공 STN 스포츠       "
"117","0003347196","'3이닝 4K 무실점' NC 이재학, ""이닝수 조금씩 늘리면서 준비할 것""","   [마이데일리 = 고동현 기자] 이재학이 청백전에서 무실점 투구를 펼쳤다.이재학(NC 다이노스)은 28일 창원NC파크에서 열린 팀 자체 청백전에 N팀 선발투수로 등판, 3이닝 2피안타 4탈삼진 1볼넷 무실점을 기록했다.2017년과 2018년 주춤했던 이재학은 지난해 10승 4패 평균자책점 3.75를 기록하며 반등했다. 올시즌에도 특별한 이변이 없다면 선발 한 축을 맡을 것으로 보인다.이날 1회 1사 후 김찬형에게 좌전안타를 내준 이재학은 2회 맞이한 세 타자를 삼진 2개 포함, 삼자범퇴로 막았다. 3회에는 안타와 볼넷 1개씩 허용하며 2사 1, 2루 위기에 몰렸지만 후속타를 맞지 않으며 무실점으로 경기를 마쳤다.투구수는 48개였으며 패스트볼과 슬라이더, 체인지업을 섞었다. 최고구속은 138km까지 나왔다.경기 후 이재학은 ""지난 경기 부진했다고 생각해서 오늘 경기는 더 집중해서 준비했는데 생각했던 것보다 스트라이크 존에 공이 잘 들어갔다""라며 ""3회에는 감독님과 슬라이더와 직구를 중점적으로 던져보자고 이야기를 했는데, 스트라이크 존으로 잘 들어가서 다행이었다""라고 이날 경기를 돌아봤다.이어 그는 ""개막 일정이 정해지지 않았지만 지난 경기 2이닝, 오늘 경기 3이닝처럼 이닝수를 조금씩 늘리면서 준비하겠다""라고 앞으로의 계획도 전했다.[NC 이재학. 사진=NC 다이노스 제공](고동현 기자 kodori@mydaily.co.kr)- ⓒ마이데일리(www.mydaily.co.kr). 무단전재&재배포 금지 -     기사제공 마이데일리       "
"396","0000544732","[SW이슈] 야구판 ‘코로나19 후유증’ 현실로 다가왔다","         코로나19 확산으로 시장경제 ‘혼란’… 대기업도 ‘흔들’   프로야구 직격타… KBO ""모든 상황에 대비하고 있어""     [스포츠월드=권영준 기자] ‘코로나19 후유증’이 프로야구판에 현실로 다가왔다.     신종 코로나바이러스 감염증(코로나19)이 고무적인 추세에 접어들었다. 아직 긴장의 끈을 놓기는 이르지만, 신규 확진자 증가 추세가 줄어들고 있다. 하지만 안심하긴 이르다. 이른바 후유증이 남아있다. 특히 이 후유증이 ‘자금’과 밀접하게 연결돼 있어 고민이다.     이미 증권 시장에 사이드카를 발동하고, 미국 국채까지 흔들리고 있다. 전문가들은 한목소리도 “유례가 없는 현상”이라며 “코로나19에 따른 시장불안을 상징하는 것”이라고 설명했다. 그뿐만 아니라 대기업부터 소상공인까지 흔들리고 있다.     프로야구도 예외는 아니다. 구단의 스폰서 및 광고 영업 시장은 바닥을 치고 있고, 개막하더라도 당장 관중 동원에 어려움을 겪을 수밖에 없기 때문에 입장권 수익도 기대하기 어려운 것이 현실이다. 구장 사용 및 임대료나 선수단 임금은 고정적으로 지출해야 하는 자금이다. 하지만 수익이 줄어들면 그만큼 투자 금액이 줄어들 수밖에 없다. 무엇보다 모기업 자금에 의존하는 야구단은 예산 축소를 걱정하지 않을 수 없다. 이는 FA시장을 더욱 얼어붙게 하고, 연봉 산정에도 영향을 미칠 수 있다.     선수단의 급여 문제도 수면 위로 떠올랐다. 이미 코로나19 영향으로 리그를 중단한 해외 프로스포츠계에서는 선수단 임금 삭감에 대한 이야기가 나오고 있다. 코로나19에 직격탄을 맞은 이탈리아의 프로축구 세리에A는 잠정 중단한 리그가 재개하지 못하고 이대로 종료한다면 선수단 임금을 20~30% 삭감한다는 안을 제시했다. 이 경우 슈퍼스타 크리스티아누 호날두(유벤투스)의 경우 최대 900만 유로(약 120억원)를 삭감당한다. 미국 프로농구 NBA 역시 리그를 종료하면 삭감이 불가피하다. NBA는 이미 노사협약에 세계적인 대유행 질병일 일어나 경기가 취소될 경우 임금 일부를 삭감한다는 노사협약이 있다. 프로야구 MLB 역시 마찬가지다.     KBO리그의 경우 개막을 잠정 연기하긴 했지만, 아직 임금 삭감 단계는 아니다. A구단 관계자는 “표준계약서에 따라 정상적으로 선수단 월급을 지급하고 있다”라며 “아직 리그 일정과 관련해 정확하게 결정 난 사안이 없기 때문에 임금 정상 지급에는 전혀 문제가 없다”라고 설명했다. B구단 관계자도 “144경기 체제를 유지한다면, 선수 인센티브 포함 급여는 논의 대상이 아니다”라고 설명했다.     관건은 리그 축소이다. C구단 관계자는 “만약 리그가 126경기 체제가 되면 문제가 커진다”면서도 “이는 구단 차원에서 논의할 문제가 아니다. KBO와 구단, 한국프로야구선수협회가 함께 논의해야 할 부분”이라고 설명했다. KBO가 144경기 체제를 유지하겠다는 의지를 피력한 이유도 이 때문이다. 다행히 2020 도쿄올림픽 연기가 결정 나면서 일정 활용에 유연성이 생겼다.      KBO 관계자는 “사실 급여 등 자금과 관련한 부분은 굉장히 예민한 부분”이라며 “섣불리 예측하거나 가정하는 것은 굉장히 위험하다”고 설명했다. 그러면서 “KBO는 모든 상황에 대해 대비책을 마련하기 위해 노력 중”이라며 “선수단 임금 부분 역시 마찬가지다. 태스크포스팀과 운영팀, 실무자 모두 노력을 하고 있다”고 설명했다.     young0708@sportsworldi,com /     ‘코로나19’ 후유증도 수면 위로 떠오르고 있다. 프로야구단은 스폰서 및 광고 영업에 골머리를 앓고 있다. 사진은 광고판이 텅 비어있는 잠실구장의 외야 펜스 전경 / 사진=뉴시스     기사제공 스포츠월드       "
